Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
USB,U.S.Bancorp,39.97,+0.73,1.86%,6400,215262,43.31%,-17.55%,4823,1577,0.3270
YPF,YpfSociedadA,20.01,+0.67,3.46%,4255,124729,19.07%,-17.79%,3816,439,0.1150
"GOOG
watching",AlphabetClC,186.61,+2.12,1.15%,90912,1246167,59.81%,-17.90%,53806,37106,0.6896
RKT,RocketCompani,13.32,+0.16,1.22%,5936,101353,28.31%,-17.93%,4674,1262,0.2700
TWLO,Twilio,57.22,+0.47,0.83%,7446,152319,24.91%,-17.98%,3744,3702,0.9888
AVGO,BroadcomLtd,1657.48,+16.68,1.02%,96104,392629,40.39%,-18.33%,69369,26735,0.3854
NFE,NewFortressE,19.98,-0.42,-2.06%,3765,127455,99.62%,-18.81%,2720,1045,0.3842
C,CitigroupInc,64.68,+1.25,1.97%,86116,2208334,27.52%,-19.67%,62445,23671,0.3791
CL,Colgate-Palmol,96.12,+0.58,0.61%,2864,95664,33.15%,-20.27%,1273,1591,1.2498
GOOGL,AlphabetClA,185.24,+2.25,1.23%,142060,2135190,56.91%,-20.28%,91486,50574,0.5528
BP,BPPlcADR,36.76,+0.33,0.91%,16824,508724,31.43%,-20.40%,11356,5468,0.4815
KVUE,KenvueInc,18.24,+0.29,1.62%,4363,269052,47.64%,-20.56%,3492,871,0.2494
RXRX,RecursionPhar,7.16,-0.30,-4.02%,4119,106651,27.88%,-20.59%,3093,1026,0.3317
LEVI,LeviStrauss&,19.08,-0.14,-0.73%,4390,75771,4.74%,-21.09%,2638,1752,0.6641
CLSK,CleansparkInc,16.93,-0.99,-5.52%,71661,510165,15.47%,-21.13%,48640,23021,0.4733
SHLS,ShoalsTechnol,6,-0.11,-1.80%,2789,59825,58.91%,-21.64%,1454,1335,0.9182
"META
watching",MetaPlatforms,509.5,+4.82,0.96%,232068,2054095,69.75%,-21.77%,152393,79675,0.5228
SOUN,SoundhoundAi,3.94,+0.05,1.29%,11960,414730,17.90%,-21.78%,9971,1989,0.1995
PLTR,PalantirTechn,25.83,-0.05,-0.19%,286853,2468413,9.82%,-21.95%,214893,71960,0.3349
CPB,CampbellSoup,45.53,+0.26,0.57%,2573,36877,1.70%,-22.31%,1618,955,0.5902
NOW,ServicenowInc,794.11,+5.15,0.65%,8073,97189,63.22%,-22.32%,5825,2248,0.3859
TOL,TollBrothers,111.21,-1.12,-1.00%,3284,45553,26.53%,-22.38%,1513,1771,1.1705
EQT,EqtCorp,36.96,+0.27,0.74%,3279,203090,32.77%,-23.28%,1815,1464,0.8066
DD,DupontDenemou,79.36,+0.09,0.11%,3237,133824,79.63%,-23.40%,1466,1771,1.2080
MDT,MedtronicInc,77.37,+0.25,0.32%,6055,159755,34.10%,-23.79%,2397,3658,1.5261
MSTR,Microstrategy,1320.19,-45.78,-3.35%,28124,189496,29.49%,-23.91%,16426,11698,0.7122
HUM,HumanaInc,374.82,+1.33,0.36%,3427,102857,49.27%,-23.93%,2095,1332,0.6358
SHEL,RoyalDutchSh,73.04,+0.17,0.23%,4547,218755,28.82%,-24.06%,3327,1220,0.3667
RBLX,RobloxCorpCl,37.14,+0.08,0.22%,22197,456307,10.37%,-24.21%,17825,4372,0.2453
DOW,DowInc,52.71,+0.08,0.15%,6136,254600,42.63%,-24.23%,3456,2680,0.7755
FIVE,FiveBelowInc,106.15,-1.70,-1.58%,5572,48645,43.06%,-24.24%,2473,3099,1.2531
ZS,ZscalerInc,196.66,-1.96,-0.99%,12272,181988,0.36%,-24.32%,8712,3560,0.4086
O,RealtyIncome,52.43,+0.07,0.13%,3475,113545,28.83%,-24.59%,1452,2023,1.3933
WOOF,PetcoHealtha,3.11,-0.26,-7.72%,4110,69594,49.13%,-24.79%,3795,315,0.0830
SEDG,SolaredgeTech,24.25,+0.28,1.17%,19001,228109,58.40%,-24.87%,8085,10916,1.3502
SMCI,SuperMicroCo,837.17,+24.85,3.06%,162576,350644,35.47%,-25.46%,104436,58140,0.5567
CAVA,CavaGroupInc,94.59,-0.68,-0.71%,17503,160107,15.35%,-25.65%,12241,5262,0.4299
SHOP,ShopifyInc,66.06,+1.43,2.21%,64454,737920,45.79%,-25.68%,42941,21513,0.5010
GM,GeneralMotors,46.95,+0.27,0.58%,35276,1246931,16.23%,-25.90%,19191,16085,0.8382
DNUT,KrispyKremeI,9.8,-0.41,-4.02%,3318,56952,46.01%,-26.17%,2924,394,0.1347
COIN,CoinbaseGloba,227.51,-5.86,-2.51%,113710,703974,10.78%,-26.48%,80259,33451,0.4168
GTLB,GitlabIncCl,51.75,+0.41,0.80%,9826,97677,16.91%,-26.61%,7816,2010,0.2572
BA,BoeingCompany,185.42,-1.28,-0.69%,67259,860340,59.78%,-26.66%,40600,26659,0.6566
ARM,ArmHoldingsP,163.46,+4.63,2.92%,122484,720123,26.00%,-26.73%,78777,43707,0.5548
IONQ,IonqInc,7.14,+0.30,4.39%,4386,144067,3.13%,-26.94%,3505,881,0.2514
IBM,International,177.3,+2.20,1.26%,15958,341028,73.35%,-27.08%,11227,4731,0.4214
ANET,AristaNetwork,357.01,+0.31,0.09%,7837,110371,19.03%,-27.52%,4285,3552,0.8289
SNOW,SnowflakeInc,141.92,-0.85,-0.60%,73301,535129,12.80%,-27.63%,50890,22411,0.4404
MGM,MGMResortsIn,42.33,-0.53,-1.24%,7260,140296,52.19%,-27.64%,4725,2535,0.5365
EOG,EogResources,126.65,+0.11,0.09%,3855,173410,60.81%,-27.71%,2881,974,0.3381
ADM,ArcherDaniels,62.13,+1.49,2.46%,4712,168426,34.82%,-27.85%,2586,2126,0.8221
GCT,GigacloudTech,31.44,-0.56,-1.75%,2922,72638,0.13%,-27.89%,1501,1421,0.9467
PTON,PelotonIntera,3.39,+0.14,4.31%,14407,610512,14.92%,-27.89%,12391,2016,0.1627
CTRA,CoterraEnergy,26.78,+0.24,0.90%,2544,137107,47.67%,-28.05%,1673,871,0.5206
ZM,ZoomVideoCom,58.34,-0.87,-1.47%,11148,336578,3.81%,-28.25%,6869,4279,0.6229
FL,FootlockerInc,23.16,+0.04,0.17%,3417,137597,10.42%,-28.47%,1322,2095,1.5847
GPS,GapInc,23,-0.27,-1.16%,12334,222810,9.10%,-28.48%,9984,2350,0.2354
CVX,ChevronCorp,156.75,+0.23,0.15%,25306,483337,30.44%,-28.50%,12036,13270,1.1025
XOM,ExxonMobilCo,114.18,-0.78,-0.68%,56652,996212,37.31%,-29.34%,40725,15927,0.3911
JNJ,Johnson&John,146.03,-0.41,-0.28%,18749,313366,50.00%,-29.36%,9548,9201,0.9637
JD,Jd.comIncADR,26.09,+0.30,1.16%,34107,852349,6.47%,-29.57%,25890,8217,0.3174
CHPT,ChargepointHl,1.43,-0.05,-3.38%,38231,919104,51.04%,-29.66%,34607,3624,0.1047
HSY,HersheyFoods,184.65,+2.20,1.21%,3077,75568,51.87%,-29.75%,1606,1471,0.9159
ALT,AltimmuneInc,6.74,-0.46,-6.39%,6387,94097,21.49%,-29.80%,5605,782,0.1395
BBY,BestBuyCompa,82.17,-0.12,-0.15%,18868,185535,16.01%,-29.83%,12890,5978,0.4638
NUE,NucorCorp,156.46,-0.54,-0.34%,3289,96989,73.68%,-29.92%,1584,1705,1.0764
ASTS,AstSpacemobil,10.72,-0.12,-1.11%,26598,336565,19.14%,-30.23%,21151,5447,0.2575
NFLX,NetflixInc,679.58,+5.97,0.89%,56870,455941,81.89%,-30.33%,36225,20645,0.5699
DNA,GinkgoBiowork,0.3465,+0.02,7.21%,2558,232272,100.00%,-30.66%,2481,77,0.0310
ETSY,EtsyInc,58.26,+1.25,2.19%,8050,230951,47.80%,-30.94%,5594,2456,0.4390
PFE,PfizerInc,27.83,-0.39,-1.38%,90664,2743476,50.95%,-31.05%,45889,44775,0.9757
PLUG,PlugPowerInc,2.27,-0.01,-0.44%,21613,1018779,33.40%,-31.05%,17767,3846,0.2165
CZR,CaesarsEntert,37.42,-0.33,-0.87%,10825,191344,24.94%,-31.60%,6996,3829,0.5473
SYM,SymboticInc,36.19,+0.71,2.00%,2401,57413,14.53%,-32.00%,1577,824,0.5225
COF,CapitalOneFi,140.48,+0.78,0.56%,4064,111267,36.56%,-32.24%,2630,1434,0.5452
SNDL,SndlInc,1.88,-0.04,-2.08%,2808,161363,17.25%,-32.53%,2712,96,0.0354
TUP,TupperwareCor,1.47,+0.05,3.52%,3316,102310,58.72%,-32.77%,1588,1728,1.0882
ACHR,ArcherAviatio,3.72,+0.30,8.77%,6731,258191,0.00%,-32.85%,6595,136,0.0206
FUTU,FutuHoldings,66.02,+1.85,2.88%,3624,83889,5.67%,-33.03%,2562,1062,0.4145
PEP,PepsicoInc,163.58,+0.69,0.42%,15503,238364,46.55%,-33.05%,9604,5899,0.6142
LOW,LowCompani,213.7,+0.14,0.07%,5273,116250,25.84%,-33.33%,2209,3064,1.3871
W,WayfairInc,51.54,+0.99,1.96%,12247,311556,45.98%,-33.44%,6605,5642,0.8542
GE,GEAerospace,161.45,+2.48,1.56%,20207,347137,69.76%,-33.56%,12132,8075,0.6656
UNH,UnitedhealthG,498.24,+3.59,0.73%,12457,212837,92.85%,-33.89%,9010,3447,0.3826
STNE,StonecoLtdCl,11.79,+0.06,0.51%,2369,201330,13.82%,-34.18%,1804,565,0.3132
HOOD,RobinhoodMark,22.46,-0.33,-1.45%,98734,1235610,58.52%,-34.43%,67408,31326,0.4647
TOST,ToastIncClA,25.99,+0.53,2.08%,8111,188984,25.73%,-34.46%,5821,2290,0.3934
"NVDA
watching",NvidiaCorp,122.67,-1.63,-1.31%,3136586,30740492,36.76%,-34.52%,1988541,1148045,0.5773
TSM,TaiwanSemicon,175.7,+3.37,1.96%,130787,1571601,76.64%,-34.62%,71866,58921,0.8199
CELH,CelsiusHoldin,57.24,-0.60,-1.04%,35016,357792,43.56%,-34.94%,26562,8454,0.3183
NKLA,NikolaCorp,8.04,+0.64,8.65%,30329,2137059,25.84%,-34.94%,21480,8849,0.4120
GOEV,CanooInc,2.33,+0.31,15.35%,2976,326280,11.78%,-35.01%,2309,667,0.2889
HD,HomeDepot,334.97,-1.22,-0.36%,15707,215347,36.20%,-35.19%,10222,5485,0.5366
FTAI,FtaiAviation,107.96,+2.96,2.82%,3139,69160,77.64%,-35.33%,2783,356,0.1279
RKLB,RocketLabUSA,4.61,+0.07,1.54%,6559,297128,16.31%,-35.74%,4400,2159,0.4907
EBAY,EbayInc,53.25,+0.57,1.08%,5169,137089,40.74%,-35.88%,2907,2262,0.7781
BYND,BeyondMeatIn,6.92,+0.17,2.52%,17570,432247,42.24%,-36.28%,8895,8675,0.9753
RIO,RioTintoPlc,66.01,-0.40,-0.60%,3666,164648,34.27%,-36.42%,806,2860,3.5484
OKTA,OktaIncClA,93.61,-0.94,-0.99%,6081,145152,1.67%,-36.89%,4839,1242,0.2567
LEN,LennarCorp,143.61,-2.32,-1.59%,10727,104098,22.73%,-36.90%,4291,6436,1.4999
MU,MicronTechnol,132.59,+1.07,0.81%,176963,1527678,24.88%,-37.13%,133424,43539,0.3263
TGTX,TgTherapeutic,18.31,+0.16,0.88%,2364,102152,41.20%,-37.29%,1977,387,0.1958
CMCSA,ComcastCorpA,38.16,-0.01,-0.03%,14921,504482,62.60%,-37.41%,7597,7324,0.9641
ELF,E.L.F.Beauty,204.23,+0.07,0.03%,5286,73578,27.38%,-37.75%,3593,1693,0.4712
ALNY,AlnylamPharma,247.61,+4.29,1.76%,2702,63660,1.96%,-37.97%,1211,1491,1.2312
PZZA,PapaJohIn,45.24,-0.73,-1.59%,2861,92673,99.58%,-38.14%,1447,1414,0.9772
CVNA,CarvanaCompan,127.53,+3.18,2.56%,42079,466335,24.15%,-38.44%,26771,15308,0.5718
AMC,AMCEntertainm,5.21,+0.17,3.37%,201580,1408777,8.01%,-38.65%,155697,45883,0.2947
LI,LiAutoIncAD,19.45,+0.37,1.94%,14136,391243,33.18%,-38.97%,11632,2504,0.2153
AMAT,AppliedMateri,240.86,+3.45,1.45%,13165,231665,28.07%,-39.08%,7768,5397,0.6948
LYFT,LyftIncClA,13.4,-0.57,-4.08%,35113,478672,13.55%,-39.09%,21633,13480,0.6231
VSCO,VictoriasSecr,16.19,+0.16,1.00%,3630,53163,14.83%,-39.19%,1561,2069,1.3254
LNG,CheniereEnerg,174.45,+1.37,0.79%,2621,95449,7.46%,-39.31%,1301,1320,1.0146
ZIM,ZimIntegrated,22.58,-0.39,-1.70%,15413,521783,25.97%,-39.32%,13154,2259,0.1717
CCL,CarnivalCorp,17.56,-0.15,-0.85%,77791,1758944,3.67%,-39.55%,55607,22184,0.3989
CIFR,CipherMining,4.58,-0.14,-2.97%,16152,333854,13.28%,-39.66%,9840,6312,0.6415
OPEN,OpendoorTechn,1.76,-0.03,-1.68%,5245,352292,18.15%,-39.74%,4816,429,0.0891
NEM,NewmontMining,41.71,+0.06,0.14%,18784,826291,36.09%,-39.80%,9156,9628,1.0516
BRK.B,BerkshireHath,407.1,+1.91,0.47%,11529,371007,16.36%,-39.81%,8174,3355,0.4104
INTU,IntuitInc,656.22,+5.45,0.84%,3347,66407,7.26%,-39.82%,1439,1908,1.3259
FSLY,FastlyInc,7.17,-0.06,-0.83%,3058,122340,51.97%,-40.54%,2659,399,0.1501
CCJ,CamecoCorp,49.73,-0.49,-0.98%,13855,311013,51.63%,-40.68%,8080,5775,0.7147
AFRM,AffirmHolding,29.38,-0.45,-1.51%,35778,430168,0.00%,-41.85%,23097,12681,0.5490
PAAS,PanAmerSilve,19.9,+0.29,1.48%,4565,201562,38.66%,-41.95%,4075,490,0.1202
BITF,BitfarmsLtd,2.53,-0.15,-5.78%,10624,416966,25.77%,-42.20%,9104,1520,0.1670
U,UnitySoftware,16.01,+0.20,1.27%,24706,618401,36.22%,-42.69%,12208,12498,1.0238
SBUX,StarbucksCorp,76.83,-0.30,-0.39%,47508,948495,94.64%,-42.79%,24226,23282,0.9610
NTAP,NetappInc,129.88,-0.36,-0.28%,4424,79290,9.82%,-42.79%,3668,756,0.2061
VALE,ValeS.A.ADR,11.14,-0.06,-0.54%,23082,1904835,29.36%,-43.00%,13801,9281,0.6725
CAT,CaterpillarIn,327.76,-1.32,-0.40%,11422,223882,11.41%,-43.10%,6964,4458,0.6401
VKTX,VikingThera,51.54,-3.78,-6.83%,9698,191185,48.10%,-43.32%,6395,3303,0.5165
PATH,UipathIncCl,12.96,+0.08,0.62%,19342,422467,7.53%,-43.43%,13943,5399,0.3872
NET,CloudflareInc,85.05,+1.10,1.31%,9175,207382,39.08%,-43.51%,6503,2672,0.4109
SPR,SpiritAerosys,33.88,-0.09,-0.26%,4444,178258,0.44%,-43.65%,4238,206,0.0486
STLA,StellantisN.V,19.66,-0.28,-1.40%,2782,200425,29.69%,-43.65%,1857,925,0.4981
UAL,UnitedAirline,48.2,-0.13,-0.27%,23985,724142,76.40%,-43.75%,11036,12949,1.1733
PBR,PetroleoBrasi,14.55,+0.05,0.34%,17728,1255799,39.11%,-43.83%,10560,7168,0.6788
LRCX,LamResearchC,1072.82,+12.19,1.15%,6498,65147,70.78%,-44.53%,2813,3685,1.3100
ADBE,AdobeSystems,567.71,+7.70,1.37%,31528,306713,0.47%,-44.79%,17214,14314,0.8315
BROS,DutchBrosInc,41.83,-0.02,-0.05%,2734,58477,46.85%,-44.81%,2214,520,0.2349
FDX,FedexCorp,298.22,-0.46,-0.15%,21256,242608,8.08%,-44.84%,7551,13705,1.8150
NTR,NutrienLtd,49.98,-0.19,-0.38%,2514,98073,9.12%,-44.92%,868,1646,1.8963
KMI,KinderMorgan,19.72,-0.07,-0.35%,7905,498873,40.84%,-44.92%,6117,1788,0.2923
QCOM,QualcommInc,200.16,+0.13,0.06%,43136,948398,84.91%,-44.96%,30991,12145,0.3919
SPOT,SpotifyTechno,315.55,+1.71,0.54%,6692,151890,79.70%,-45.23%,4066,2626,0.6458
UPST,UpstartHoldin,22.97,+0.07,0.31%,23529,367940,4.72%,-45.49%,16438,7091,0.4314
BEKE,KeHoldingsIn,15.05,+0.27,1.83%,4604,330757,62.51%,-45.92%,3388,1216,0.3589
CRWD,CrowdstrikeHo,385.05,-7.10,-1.81%,40276,296401,7.33%,-46.00%,26093,14183,0.5436
WULF,TerawulfInc,5.05,-0.16,-3.07%,24028,433231,4.57%,-46.31%,21634,2394,0.1107
COHR,CoherentCorp,72.86,+0.12,0.16%,2923,74853,8.86%,-46.38%,2028,895,0.4413
DDOG,DatadogIncCl,131.75,+1.25,0.96%,9972,270999,13.35%,-46.47%,4884,5088,1.0418
DKNG,DraftkingsInc,36.94,-0.36,-0.97%,40358,694694,37.15%,-48.05%,31006,9352,0.3016
X,UnitedStates,38.34,+0.15,0.39%,21186,1192358,22.28%,-48.30%,4758,16428,3.4527
AMGN,AmgenInc,310.7,-0.31,-0.10%,4442,168174,25.50%,-48.33%,2201,2241,1.0182
APO,ApolloAssetM,120.04,+1.30,1.09%,4084,200881,63.58%,-48.41%,3006,1078,0.3586
CMA,ComericaInc,51.12,+0.32,0.63%,2707,111364,23.08%,-48.56%,2097,610,0.2909
EPD,EnterprisePro,29.04,+0.05,0.17%,3507,266431,32.83%,-48.99%,2400,1107,0.4612
ETN,EatonCorp,313.28,+0.91,0.29%,2535,73682,60.01%,-49.18%,2201,334,0.1517
FCEL,FuelcellEnerg,0.6,-0.01,-1.72%,6024,191231,16.52%,-49.41%,4906,1118,0.2279
PCT,PurecycleTech,5.71,-0.12,-2.06%,2955,228750,7.12%,-49.97%,1415,1540,1.0883
DG,DollarGeneral,129.47,-1.11,-0.85%,4739,157101,20.10%,-50.13%,2127,2612,1.2280
NU,NuHoldingsLt,12.35,-0.01,-0.08%,19029,1073884,27.59%,-50.19%,14434,4595,0.3183
NLY,AnnalyCapital,18.95,+0.29,1.55%,3924,187237,12.49%,-50.26%,2697,1227,0.4549
AG,FirstMajestic,5.85,+0.09,1.56%,7004,545740,42.64%,-50.85%,5286,1718,0.3250
CSCO,CiscoSystems,47.28,-0.24,-0.51%,28397,844005,14.14%,-51.01%,17627,10770,0.6110
KO,Coca-ColaComp,63.15,-0.13,-0.21%,15628,464301,20.41%,-51.40%,10230,5398,0.5277
SWKS,SkyworksSolut,106.96,+0.56,0.53%,2464,78439,53.06%,-51.71%,1849,615,0.3326
SAVE,SpiritAirline,3.65,+0.11,3.11%,6870,628999,23.40%,-51.81%,4188,2682,0.6404
MBLY,MobileyeGloba,27.89,+0.28,1.01%,20580,273934,64.86%,-51.87%,19320,1260,0.0652
RH,RhCommonStoc,249.5,+10.83,4.54%,5733,80267,29.25%,-51.92%,3437,2296,0.6680
NXE,NexgenEnergy,6.89,-0.02,-0.29%,5827,319232,48.07%,-51.98%,5114,713,0.1394
RIOT,RiotPlatforms,9.72,-0.23,-2.31%,56605,926450,1.77%,-52.92%,43802,12803,0.2923
ASML,AsmlHoldings,1047.89,+14.40,1.39%,5133,89309,77.65%,-53.03%,2687,2446,0.9103
PM,PhilipMorris,101.64,+0.39,0.39%,5081,145921,42.65%,-53.68%,1130,3951,3.4965
CVS,CVSCorp,57.52,-0.63,-1.08%,25480,578067,43.28%,-53.78%,13095,12385,0.9458
MRK,Merck&Compan,127.72,-0.18,-0.14%,11926,308892,34.23%,-54.05%,5410,6516,1.2044
WMT,WalmartInc,68.07,+0.59,0.87%,38474,1063068,22.97%,-54.08%,29176,9298,0.3187
EXPE,ExpediaGroup,122.86,+0.36,0.29%,3045,104526,59.73%,-54.61%,1719,1326,0.7714
OKLO,OkloInc,8.03,+0.03,0.37%,4043,99177,0.00%,-55.15%,2931,1112,0.3794
VFC,V.F.Corp,12.83,-0.01,-0.08%,5361,426312,35.73%,-55.34%,3155,2206,0.6992
CLF,Cleveland-Clif,15.63,+0.24,1.56%,16423,666200,65.54%,-55.77%,10787,5636,0.5225
PDD,PddHoldingsI,133.88,+0.90,0.68%,27082,1283466,4.88%,-55.89%,20562,6520,0.3171
JMIA,JumiaTechnolo,7.48,+0.33,4.62%,7913,119259,60.41%,-56.59%,4851,3062,0.6312
WBD,DiscoveryInc,7.2,+0.10,1.41%,17592,902291,19.84%,-56.73%,10405,7187,0.6907
CRSP,CrisprTherape,53.12,-0.83,-1.55%,2432,74960,24.93%,-56.87%,1781,651,0.3655
BB,BlackberryLtd,2.45,+0.03,1.24%,19332,332429,9.21%,-57.06%,15923,3409,0.2141
WDAY,WorkdayInc,226.76,+2.04,0.91%,5101,131625,8.49%,-57.26%,3211,1890,0.5886
ADI,AnalogDevices,228.24,+3.06,1.36%,2600,101710,21.74%,-57.34%,1044,1556,1.4904
AIG,AmericanInter,75.33,+0.84,1.13%,4031,180518,47.50%,-57.62%,2983,1048,0.3513
SLB,SchlumbergerN,46.69,+0.11,0.24%,11210,448073,30.31%,-57.66%,7801,3409,0.4370
CEG,Constellation,206.15,+1.10,0.54%,2349,73985,74.54%,-57.67%,1053,1296,1.2308
NEE,NexteraEnergy,70.47,+0.57,0.82%,11096,458954,35.13%,-57.85%,5498,5598,1.0182
ANF,Abercrombie&,183.36,-1.23,-0.67%,3427,87946,16.62%,-57.86%,1583,1844,1.1649
BX,BlackstoneInc,123.21,+0.98,0.80%,6915,369685,53.55%,-57.91%,3982,2933,0.7366
GOLD,BarrickGoldC,16.62,+0.06,0.36%,21920,1238702,17.53%,-57.91%,14805,7115,0.4806
ADSK,AutodeskInc,247.86,+2.03,0.83%,2911,72093,3.70%,-58.21%,1816,1095,0.6030
STNG,ScorpioTanker,80.69,+1.32,1.66%,2458,140976,23.94%,-58.40%,2349,109,0.0464
S,SentineloneIn,20.46,+0.10,0.49%,2860,190289,1.63%,-59.27%,2140,720,0.3364
GILD,GileadScience,68.4,-0.24,-0.35%,10124,298470,37.64%,-59.98%,6937,3187,0.4594
HUT,Hut8Corp,15.67,+0.42,2.75%,9806,270250,11.86%,-60.22%,6594,3212,0.4871
"TEVA
watching",TevaPharmaceu,16.55,+0.21,1.29%,9998,602560,28.12%,-60.34%,4862,5136,1.0564
BLNK,BlinkCharging,2.62,-0.06,-2.24%,2619,120956,12.08%,-60.59%,2345,274,0.1168
MOS,MosaicCompany,27.77,-0.19,-0.68%,3437,168719,28.33%,-60.83%,1506,1931,1.2822
JBLU,JetblueAirway,5.84,+0.04,0.69%,2900,316799,45.28%,-61.18%,2281,619,0.2714
AI,C3.AiIncClA,28.09,-0.52,-1.82%,21681,468910,0.00%,-61.51%,16308,5373,0.3295
KSS,KohCorp,21.28,-0.61,-2.79%,8914,191719,16.48%,-62.04%,5318,3596,0.6762
KEY,Keycorp,14.43,+0.21,1.48%,4039,204091,55.46%,-62.33%,2575,1464,0.5685
CGC,CanopyGrowth,6.26,-0.13,-2.03%,8982,554652,3.66%,-62.86%,5817,3165,0.5441
GLW,CorningInc,38.39,-0.27,-0.70%,4820,222187,70.91%,-63.95%,3814,1006,0.2638
FFIE,FaradayFuture,0.4342,-0.03,-5.59%,36652,420608,22.54%,-63.97%,28975,7677,0.2650
HL,HeclaMiningC,4.9,+0.13,2.73%,3291,247276,26.30%,-64.10%,2808,483,0.1720
IBRX,ImmunitybioIn,6.18,-0.09,-1.44%,2644,203504,5.26%,-64.76%,2095,549,0.2621
KHC,KraftHeinzCo,32,+0.14,0.44%,5944,271193,46.11%,-64.76%,3232,2712,0.8391
MTCH,MatchGroupIn,29.45,+0.11,0.37%,3185,232904,30.26%,-65.56%,1557,1628,1.0456
LULU,LululemonAthl,301.67,-0.69,-0.23%,17442,200284,9.67%,-65.84%,8424,9018,1.0705
APA,ApaCorp,29.36,-0.27,-0.91%,6230,294674,29.78%,-66.26%,4606,1624,0.3526
DELL,DellTechnolog,143.47,+0.65,0.46%,53692,634035,41.83%,-67.44%,36613,17079,0.4665
WDC,WesternDigita,78.05,+1.67,2.19%,6175,382587,68.52%,-67.62%,3953,2222,0.5621
RCL,RoyalCaribbea,156.61,+0.14,0.09%,4402,215664,44.56%,-67.64%,1531,2871,1.8752
HPQ,HPInc,34.8,-0.17,-0.49%,8730,330123,20.43%,-68.15%,6335,2395,0.3781
WMB,WilliamsCompa,42.3,-0.09,-0.21%,3003,194547,65.37%,-68.15%,2736,267,0.0976
DJT,TrumpMedia&,31.73,-1.35,-4.08%,38733,453180,21.23%,-68.31%,22634,16099,0.7113
APP,ApplovinCorp,83.68,-1.14,-1.34%,3255,137420,23.56%,-68.76%,1615,1640,1.0155
IOT,SamsaraIncCl,35.47,+0.62,1.78%,5680,94647,3.08%,-68.77%,4670,1010,0.2163
VRT,VertivHolding,88,+1.34,1.55%,14482,334767,62.52%,-69.27%,10352,4130,0.3990
BMBL,BumbleInc,9.64,-0.29,-2.92%,4068,208812,17.53%,-69.30%,2751,1317,0.4787
FCX,Freeport-Mcmor,48.71,+0.30,0.62%,21925,1067067,40.78%,-69.33%,8982,12943,1.4410
NVAX,NovavaxInc,12.97,+0.24,1.89%,11060,377442,34.49%,-69.84%,8975,2085,0.2323
PINS,PinterestInc,43.26,+0.18,0.42%,5022,411169,44.91%,-70.12%,2665,2357,0.8844
HIMS,Hims&HersHe,21.21,-0.21,-0.98%,13102,339127,48.53%,-70.42%,9383,3719,0.3964
GME,GamestopCorp,23.98,+0.65,2.79%,228052,1319885,20.42%,-71.26%,173198,54854,0.3167
PENN,PennEntertain,18.81,+0.03,0.16%,7671,296544,34.64%,-72.41%,6069,1602,0.2640
CRM,SalesforceInc,256.19,-0.02,-0.01%,27737,498700,14.87%,-72.56%,18430,9307,0.5050
TJX,TJXCompanies,110.2,-0.38,-0.34%,4718,232399,10.39%,-72.74%,2449,2269,0.9265
BILI,BilibiliIncA,15.4,+0.11,0.72%,7743,666270,35.06%,-72.98%,5601,2142,0.3824
VST,VistraEnergy,87.7,+0.36,0.41%,7123,288867,86.53%,-73.63%,4818,2305,0.4784
APLD,AppliedDigita,6.34,-0.16,-2.46%,3230,114818,13.36%,-73.83%,2630,600,0.2281
TMUS,T-MobileUS,179.98,+0.90,0.50%,5755,284376,51.19%,-74.59%,3974,1781,0.4482
LUV,SouthwestAirl,28.29,+0.18,0.64%,8968,457835,68.17%,-74.87%,5176,3792,0.7326
ORCL,OracleCorp,143.28,+0.19,0.13%,22058,484703,2.23%,-75.83%,12158,9900,0.8143
ACN,AccenturePlc,303.83,+1.28,0.42%,3097,104332,12.28%,-76.16%,1531,1566,1.0229
IP,International,43.5,+0.16,0.37%,3471,291067,56.14%,-76.93%,2134,1337,0.6265
TELL,TellurianInc,0.6417,+0.01,2.26%,2741,281053,13.68%,-77.38%,2324,417,0.1794
DOCU,DocusignInc,54.32,-0.82,-1.49%,4883,139874,1.43%,-77.89%,3875,1008,0.2601
MO,AltriaGroup,46.05,+0.02,0.04%,9034,352060,22.27%,-79.97%,4352,4682,1.0758
HPE,HewlettPackar,21.12,-0.04,-0.19%,14538,546491,11.17%,-82.81%,11667,2871,0.2461
SPCE,VirginGalacti,7.94,+0.01,0.13%,2562,459359,17.75%,-85.66%,1513,1049,0.6933
MNST,MonsterBevera,49.34,-0.56,-1.12%,3416,103939,44.28%,-92.90%,1611,1805,1.1204
